,date,utctime,num_hospital,S_start_lat,S_start_long,S_end_lat,S_end_long,S_distance(m),S_duration(s),SE_start_lat,SE_start_long,SE_end_lat,SE_end_long,SE_distance(m),SE_duration(s),E_start_lat,E_start_long,E_end_lat,E_end_long,E_distance(m),E_duration(s),NE_start_lat,NE_start_long,NE_end_lat,NE_end_long,NE_distance(m),NE_duration(s),N_start_lat,N_start_long,N_end_lat,N_end_long,N_distance(m),N_duration(s),NW_start_lat,NW_start_long,NW_end_lat,NW_end_long,NW_distance(m),NW_duration(s),W_start_lat,W_start_long,W_end_lat,W_end_long,W_distance(m),W_duration(s),SW_start_lat,SW_start_long,SW_end_lat,SW_end_long,SW_distance(m),SW_duration(s)
53,2018-06-04 23:11:58,1528168318.773346,1,40.541611,116.717209,40.691611,116.717209,29426,3225,40.591611,116.667209,40.641611,116.767209,23560,2696,40.616611,116.667209,40.616611,116.767209,28477,2508,40.641611,116.667209,40.591611,116.767209,37490,3514,40.691611,116.717209,40.541611,116.717209,31604,4184,40.641611,116.767209,40.591611,116.667209,23576,2679,40.616611,116.767209,40.616611,116.667209,25759,2297,40.591611,116.767209,40.641611,116.667209,36990,3141
54,2018-06-04 23:12:05,1528168325.023743,2,40.541611,116.617209,40.691611,116.617209,38866,3645,40.591611,116.567209,40.641611,116.667209,25442,3791,40.616611,116.567209,40.616611,116.667209,23146,3564,40.641611,116.567209,40.591611,116.667209,41988,3401,40.691611,116.617209,40.541611,116.617209,39354,4268,40.641611,116.667209,40.591611,116.567209,25541,3914,40.616611,116.667209,40.616611,116.567209,20736,3551,40.591611,116.667209,40.641611,116.567209,43012,3577
55,2018-06-04 23:12:11,1528168331.0339234,0,40.541611,116.517209,40.691611,116.517209,58057,4211,40.591611,116.467209,40.641611,116.567209,38778,3991,40.616611,116.467209,40.616611,116.567209,65124,7529,40.641611,116.467209,40.591611,116.567209,55620,6653,40.691611,116.517209,40.541611,116.517209,57886,4365,40.641611,116.567209,40.591611,116.467209,38778,3836,40.616611,116.567209,40.616611,116.467209,65124,7548,40.591611,116.567209,40.641611,116.467209,55620,6636
56,2018-06-04 23:12:17,1528168337.1268003,0,40.541611,116.417209,40.691611,116.417209,37540,3169,40.591611,116.367209,40.641611,116.467209,36205,4629,40.616611,116.367209,40.616611,116.467209,42459,7935,40.641611,116.367209,40.591611,116.467209,55590,6407,40.691611,116.417209,40.541611,116.417209,37540,3367,40.641611,116.467209,40.591611,116.367209,36205,4840,40.616611,116.467209,40.616611,116.367209,42459,8095,40.591611,116.467209,40.641611,116.367209,55590,6298
57,2018-06-04 23:12:23,1528168343.313051,0,40.541611,116.317209,40.691611,116.317209,40280,4019,40.591611,116.267209,40.641611,116.367209,32555,3927,40.616611,116.267209,40.616611,116.367209,31837,6645,40.641611,116.267209,40.591611,116.367209,30218,3970,40.691611,116.317209,40.541611,116.317209,40134,3994,40.641611,116.367209,40.591611,116.267209,32520,3939,40.616611,116.367209,40.616611,116.267209,30906,6594,40.591611,116.367209,40.641611,116.267209,49806,8409
58,2018-06-04 23:12:29,1528168349.342207,1,40.541611,116.217209,40.691611,116.217209,42234,5738,40.591611,116.167209,40.641611,116.267209,38017,6167,40.616611,116.167209,40.616611,116.267209,28923,2920,40.641611,116.167209,40.591611,116.267209,28923,2515,40.691611,116.217209,40.541611,116.217209,42369,5797,40.641611,116.267209,40.591611,116.167209,17497,1648,40.616611,116.267209,40.616611,116.167209,28920,2768,40.591611,116.267209,40.641611,116.167209,28920,2292
59,2018-06-04 23:12:35,1528168355.4130037,0,40.541611,116.117209,40.691611,116.117209,43166,4017,40.591611,116.067209,40.641611,116.167209,17005,1900,40.616611,116.067209,40.616611,116.167209,20949,5231,40.641611,116.067209,40.591611,116.167209,50295,6111,40.691611,116.117209,40.541611,116.117209,43205,4031,40.641611,116.167209,40.591611,116.067209,17005,1964,40.616611,116.167209,40.616611,116.067209,20949,5292,40.591611,116.167209,40.641611,116.067209,50295,6131
60,2018-06-04 23:12:41,1528168361.4457912,0,40.541611,116.017209,40.691611,116.017209,50848,4025,40.591611,115.967209,40.641611,116.067209,9797,3355,40.616611,115.967209,40.616611,116.067209,63688,12608,40.641611,115.967209,40.591611,116.067209,52125,4650,40.691611,116.017209,40.541611,116.017209,50848,4002,40.641611,116.067209,40.591611,115.967209,9797,3355,40.616611,116.067209,40.616611,115.967209,63688,12586,40.591611,116.067209,40.641611,115.967209,52125,4676
61,2018-06-04 23:12:47,1528168367.6341193,0,40.541611,115.917209,40.691611,115.917209,84182,6819,40.591611,115.867209,40.641611,115.967209,28940,4831,40.616611,115.867209,40.616611,115.967209,51548,10745,40.641611,115.867209,40.591611,115.967209,50582,10342,40.691611,115.917209,40.541611,115.917209,75564,7431,40.641611,115.967209,40.591611,115.867209,82860,9135,40.616611,115.967209,40.616611,115.867209,51667,10781,40.591611,115.967209,40.641611,115.867209,50584,10337
62,2018-06-04 23:12:53,1528168373.834195,0,40.541611,115.817209,40.691611,115.817209,45383,4964,40.591611,115.767209,40.641611,115.867209,38511,5184,40.616611,115.767209,40.616611,115.867209,34568,4925,40.641611,115.767209,40.591611,115.867209,53409,6999,40.691611,115.817209,40.541611,115.817209,36475,6405,40.641611,115.867209,40.591611,115.767209,38511,5307,40.616611,115.867209,40.616611,115.767209,35522,5598,40.591611,115.867209,40.641611,115.767209,28513,4596
63,2018-06-04 23:12:59,1528168379.9306858,0,40.541611,115.717209,40.691611,115.717209,24166,2200,40.591611,115.667209,40.641611,115.767209,16290,892,40.616611,115.667209,40.616611,115.767209,20445,1686,40.641611,115.667209,40.591611,115.767209,22520,2726,40.691611,115.717209,40.541611,115.717209,24166,2173,40.641611,115.767209,40.591611,115.667209,16290,933,40.616611,115.767209,40.616611,115.667209,19374,1095,40.591611,115.767209,40.641611,115.667209,22520,2683
64,2018-06-04 23:13:05,1528168385.8532784,0,40.541611,115.617209,40.691611,115.617209,29462,2505,40.591611,115.567209,40.641611,115.667209,23198,2917,40.616611,115.567209,40.616611,115.667209,10028,876,40.641611,115.567209,40.591611,115.667209,14869,1423,40.691611,115.617209,40.541611,115.617209,29449,2427,40.641611,115.667209,40.591611,115.567209,23198,2929,40.616611,115.667209,40.616611,115.567209,10028,876,40.591611,115.667209,40.641611,115.567209,14869,1393
65,2018-06-04 23:13:11,1528168391.8052819,0,40.541611,115.517209,40.691611,115.517209,57031,6102,40.591611,115.467209,40.641611,115.567209,28569,3111,40.616611,115.467209,40.616611,115.567209,28140,2967,40.641611,115.467209,40.591611,115.567209,23443,2634,40.691611,115.517209,40.541611,115.517209,57018,5930,40.641611,115.567209,40.591611,115.467209,28569,3121,40.616611,115.567209,40.616611,115.467209,28140,2977,40.591611,115.567209,40.641611,115.467209,23443,2644
66,2018-06-04 23:13:17,1528168397.8600664,2,40.541611,115.417209,40.691611,115.417209,30920,3319,40.591611,115.367209,40.641611,115.467209,19135,2111,40.616611,115.367209,40.616611,115.467209,24815,3217,40.641611,115.367209,40.591611,115.467209,25117,3502,40.691611,115.417209,40.541611,115.417209,33132,3222,40.641611,115.467209,40.591611,115.367209,19135,2111,40.616611,115.467209,40.616611,115.367209,24815,3217,40.591611,115.467209,40.641611,115.367209,24795,3586
67,2018-06-04 23:13:23,1528168403.9235153,1,40.241611,117.267209,40.391611,117.267209,60216,4672,40.291611,117.217209,40.341611,117.317209,59594,6465,40.316611,117.217209,40.316611,117.317209,53893,5209,40.341611,117.217209,40.291611,117.317209,56805,4466,40.391611,117.267209,40.241611,117.267209,45301,5095,40.341611,117.317209,40.291611,117.217209,59591,6758,40.316611,117.317209,40.316611,117.217209,62512,5195,40.291611,117.317209,40.341611,117.217209,56805,4638
68,2018-06-04 23:13:30,1528168410.077489,2,40.241611,117.167209,40.391611,117.167209,37951,3457,40.291611,117.117209,40.341611,117.217209,16228,1466,40.316611,117.117209,40.316611,117.217209,14540,1520,40.341611,117.117209,40.291611,117.217209,26873,3366,40.391611,117.167209,40.241611,117.167209,38363,3653,40.341611,117.217209,40.291611,117.117209,16228,1501,40.316611,117.217209,40.316611,117.117209,13977,1585,40.291611,117.217209,40.341611,117.117209,26873,3271
69,2018-06-04 23:13:36,1528168416.1267886,3,40.241611,117.067209,40.391611,117.067209,30578,2887,40.291611,117.017209,40.341611,117.117209,16205,2308,40.316611,117.017209,40.316611,117.117209,13639,1752,40.341611,117.017209,40.291611,117.117209,30622,3249,40.391611,117.067209,40.241611,117.067209,49514,3502,40.341611,117.117209,40.291611,117.017209,16205,2365,40.316611,117.117209,40.316611,117.017209,13233,1591,40.291611,117.117209,40.341611,117.017209,30631,3135
70,2018-06-04 23:13:42,1528168422.12373,4,40.241611,116.967209,40.391611,116.967209,26439,2185,40.291611,116.917209,40.341611,117.017209,19281,2609,40.316611,116.917209,40.316611,117.017209,26870,2787,40.341611,116.917209,40.291611,117.017209,34060,2835,40.391611,116.967209,40.241611,116.967209,26439,2187,40.341611,117.017209,40.291611,116.917209,19285,2736,40.316611,117.017209,40.316611,116.917209,27142,2821,40.291611,117.017209,40.341611,116.917209,34041,2818
71,2018-06-04 23:13:48,1528168428.1323175,13,40.241611,116.867209,40.391611,116.867209,24934,2226,40.291611,116.817209,40.341611,116.917209,20581,1896,40.316611,116.817209,40.316611,116.917209,30022,2518,40.341611,116.817209,40.291611,116.917209,18814,1878,40.391611,116.867209,40.241611,116.867209,25233,2323,40.341611,116.917209,40.291611,116.817209,22602,1933,40.316611,116.917209,40.316611,116.817209,30017,2765,40.291611,116.917209,40.341611,116.817209,18977,2010
72,2018-06-04 23:13:54,1528168434.2145636,6,40.241611,116.767209,40.391611,116.767209,22237,2241,40.291611,116.717209,40.341611,116.817209,13435,953,40.316611,116.717209,40.316611,116.817209,14821,1224,40.341611,116.717209,40.291611,116.817209,19285,2002,40.391611,116.767209,40.241611,116.767209,22395,2332,40.341611,116.817209,40.291611,116.717209,13612,1020,40.316611,116.817209,40.316611,116.717209,14821,1252,40.291611,116.817209,40.341611,116.717209,22479,2148
73,2018-06-04 23:14:00,1528168440.2235844,56,40.241611,116.667209,40.391611,116.667209,22189,2311,40.291611,116.617209,40.341611,116.717209,14094,1298,40.316611,116.617209,40.316611,116.717209,10952,1337,40.341611,116.617209,40.291611,116.717209,13286,1424,40.391611,116.667209,40.241611,116.667209,22547,2381,40.341611,116.717209,40.291611,116.617209,13270,1289,40.316611,116.717209,40.316611,116.617209,10773,1441,40.291611,116.717209,40.341611,116.617209,15138,1446
74,2018-06-04 23:14:06,1528168446.235017,8,40.241611,116.567209,40.391611,116.567209,22671,1925,40.291611,116.517209,40.341611,116.617209,18137,2505,40.316611,116.517209,40.316611,116.617209,17021,2474,40.341611,116.517209,40.291611,116.617209,15705,1440,40.391611,116.567209,40.241611,116.567209,22676,1896,40.341611,116.617209,40.291611,116.517209,17527,2194,40.316611,116.617209,40.316611,116.517209,17041,2316,40.291611,116.617209,40.341611,116.517209,15708,1321
75,2018-06-04 23:14:12,1528168452.2463355,0,40.241611,116.467209,40.391611,116.467209,27289,2532,40.291611,116.417209,40.341611,116.517209,33848,2780,40.316611,116.417209,40.316611,116.517209,35250,3406,40.341611,116.417209,40.291611,116.517209,22514,2153,40.391611,116.467209,40.241611,116.467209,27316,2561,40.341611,116.517209,40.291611,116.417209,33848,2733,40.316611,116.517209,40.316611,116.417209,35250,3348,40.291611,116.517209,40.341611,116.417209,22516,2279
76,2018-06-04 23:14:18,1528168458.2723358,5,40.241611,116.367209,40.391611,116.367209,33375,2953,40.291611,116.317209,40.341611,116.417209,18826,2406,40.316611,116.317209,40.316611,116.417209,15264,1523,40.341611,116.317209,40.291611,116.417209,37537,3744,40.391611,116.367209,40.241611,116.367209,33833,2720,40.341611,116.417209,40.291611,116.317209,45530,6021,40.316611,116.417209,40.316611,116.317209,15275,1515,40.291611,116.417209,40.341611,116.317209,37542,3796
77,2018-06-04 23:14:24,1528168464.202422,8,40.241611,116.267209,40.391611,116.267209,28431,2889,40.291611,116.217209,40.341611,116.317209,13806,2061,40.316611,116.217209,40.316611,116.317209,29904,2820,40.341611,116.217209,40.291611,116.317209,28576,5618,40.391611,116.267209,40.241611,116.267209,28431,2719,40.341611,116.317209,40.291611,116.217209,13806,1992,40.316611,116.317209,40.316611,116.217209,31418,2994,40.291611,116.317209,40.341611,116.217209,30332,3919
78,2018-06-04 23:14:30,1528168470.290611,1,40.241611,116.167209,40.391611,116.167209,44022,3736,40.291611,116.117209,40.341611,116.217209,31023,3835,40.316611,116.117209,40.316611,116.217209,33962,2871,40.341611,116.117209,40.291611,116.217209,25811,3009,40.391611,116.167209,40.241611,116.167209,35080,3917,40.341611,116.217209,40.291611,116.117209,29858,3934,40.316611,116.217209,40.316611,116.117209,31848,3502,40.291611,116.217209,40.341611,116.117209,36601,3192
79,2018-06-04 23:14:36,1528168476.4633563,0,40.241611,116.067209,40.391611,116.067209,43855,5444,40.291611,116.017209,40.341611,116.117209,64038,5406,40.316611,116.017209,40.316611,116.117209,30174,3842,40.341611,116.017209,40.291611,116.117209,15279,2084,40.391611,116.067209,40.241611,116.067209,45473,6060,40.341611,116.117209,40.291611,116.017209,35884,4449,40.316611,116.117209,40.316611,116.017209,30171,3895,40.291611,116.117209,40.341611,116.017209,15000,1999
80,2018-06-04 23:14:42,1528168482.5347457,0,40.241611,115.967209,40.391611,115.967209,47620,4262,40.291611,115.917209,40.341611,116.017209,18044,2511,40.316611,115.917209,40.316611,116.017209,54660,5804,40.341611,115.917209,40.291611,116.017209,50676,4953,40.391611,115.967209,40.241611,115.967209,50254,4382,40.341611,116.017209,40.291611,115.917209,18034,2435,40.316611,116.017209,40.316611,115.917209,50785,5092,40.291611,116.017209,40.341611,115.917209,48248,4532
81,2018-06-04 23:14:48,1528168488.6470513,1,40.241611,115.867209,40.391611,115.867209,29164,3319,40.291611,115.817209,40.341611,115.917209,16387,1587,40.316611,115.817209,40.316611,115.917209,11635,1264,40.341611,115.817209,40.291611,115.917209,20437,2424,40.391611,115.867209,40.241611,115.867209,29827,4132,40.341611,115.917209,40.291611,115.817209,15251,1436,40.316611,115.917209,40.316611,115.817209,11531,1295,40.291611,115.917209,40.341611,115.817209,20516,2384
82,2018-06-04 23:14:54,1528168494.6780574,3,40.241611,115.767209,40.391611,115.767209,53394,4009,40.291611,115.717209,40.341611,115.817209,12635,1284,40.316611,115.717209,40.316611,115.817209,10041,922,40.341611,115.717209,40.291611,115.817209,15104,1654,40.391611,115.767209,40.241611,115.767209,53887,4085,40.341611,115.817209,40.291611,115.717209,12635,1146,40.316611,115.817209,40.316611,115.717209,10042,789,40.291611,115.817209,40.341611,115.717209,15104,1529
83,2018-06-04 23:15:00,1528168500.615942,1,40.241611,115.667209,40.391611,115.667209,44129,3962,40.291611,115.617209,40.341611,115.717209,13172,1658,40.316611,115.617209,40.316611,115.717209,42723,3242,40.341611,115.617209,40.291611,115.717209,42157,3302,40.391611,115.667209,40.241611,115.667209,44135,4197,40.341611,115.717209,40.291611,115.617209,13172,1600,40.316611,115.717209,40.316611,115.617209,42204,3347,40.291611,115.717209,40.341611,115.617209,41638,3352
84,2018-06-04 23:15:06,1528168506.6158483,1,40.241611,115.567209,40.391611,115.567209,23207,1913,40.291611,115.517209,40.341611,115.617209,28022,2912,40.316611,115.517209,40.316611,115.617209,20873,2700,40.341611,115.517209,40.291611,115.617209,27735,2445,40.391611,115.567209,40.241611,115.567209,23211,2080,40.341611,115.617209,40.291611,115.517209,28020,2997,40.316611,115.617209,40.316611,115.517209,20873,2761,40.291611,115.617209,40.341611,115.517209,27735,2204
85,2018-06-04 23:15:12,1528168512.5632498,0,40.241611,115.467209,40.391611,115.467209,30247,2492,40.291611,115.417209,40.341611,115.517209,19075,1828,40.316611,115.417209,40.316611,115.517209,17643,2390,40.341611,115.417209,40.291611,115.517209,20027,1900,40.391611,115.467209,40.241611,115.467209,30257,2657,40.341611,115.517209,40.291611,115.417209,19075,1978,40.316611,115.517209,40.316611,115.417209,17643,2449,40.291611,115.517209,40.341611,115.417209,20027,1943
86,2018-06-04 23:15:18,1528168518.5636888,4,40.141611,117.317209,40.291611,117.317209,23028,3777,40.191611,117.267209,40.241611,117.367209,14922,2257,40.216611,117.267209,40.216611,117.367209,12821,1356,40.241611,117.267209,40.191611,117.367209,15405,1138,40.291611,117.317209,40.141611,117.317209,23043,3855,40.241611,117.367209,40.191611,117.267209,14922,2325,40.216611,117.367209,40.216611,117.267209,12821,1446,40.191611,117.367209,40.241611,117.267209,15308,1916
87,2018-06-04 23:15:24,1528168524.5607839,8,40.141611,117.217209,40.291611,117.217209,27888,2536,40.191611,117.167209,40.241611,117.267209,13262,1837,40.216611,117.167209,40.216611,117.267209,12675,1221,40.241611,117.167209,40.191611,117.267209,14271,1123,40.291611,117.217209,40.141611,117.217209,25021,2466,40.241611,117.267209,40.191611,117.167209,12516,1061,40.216611,117.267209,40.216611,117.167209,12243,1279,40.191611,117.267209,40.241611,117.167209,14683,1369
88,2018-06-04 23:15:30,1528168530.4976594,16,40.141611,117.117209,40.291611,117.117209,19116,1977,40.191611,117.067209,40.241611,117.167209,19846,1724,40.216611,117.067209,40.216611,117.167209,15117,1553,40.241611,117.067209,40.191611,117.167209,23748,2233,40.291611,117.117209,40.141611,117.117209,19370,2035,40.241611,117.167209,40.191611,117.067209,19434,1487,40.216611,117.167209,40.216611,117.067209,15117,1573,40.191611,117.167209,40.241611,117.067209,19627,2175
89,2018-06-04 23:15:36,1528168536.5355341,12,40.141611,117.017209,40.291611,117.017209,17630,1665,40.191611,116.967209,40.241611,117.067209,14996,1647,40.216611,116.967209,40.216611,117.067209,13510,1790,40.241611,116.967209,40.191611,117.067209,14520,1374,40.291611,117.017209,40.141611,117.017209,17628,1591,40.241611,117.067209,40.191611,116.967209,14744,1602,40.216611,117.067209,40.216611,116.967209,13582,1800,40.191611,117.067209,40.241611,116.967209,14520,1419
90,2018-06-04 23:15:42,1528168542.5060706,3,40.141611,116.917209,40.291611,116.917209,24174,2428,40.191611,116.867209,40.241611,116.967209,22735,1924,40.216611,116.867209,40.216611,116.967209,13977,1616,40.241611,116.867209,40.191611,116.967209,14022,1234,40.291611,116.917209,40.141611,116.917209,24174,2344,40.241611,116.967209,40.191611,116.867209,22735,1854,40.216611,116.967209,40.216611,116.867209,13905,1520,40.191611,116.967209,40.241611,116.867209,14022,1192
91,2018-06-04 23:15:48,1528168548.4527357,13,40.141611,116.817209,40.291611,116.817209,20562,1987,40.191611,116.767209,40.241611,116.867209,16765,1339,40.216611,116.767209,40.216611,116.867209,15625,1307,40.241611,116.767209,40.191611,116.867209,15335,1350,40.291611,116.817209,40.141611,116.817209,22798,1925,40.241611,116.867209,40.191611,116.767209,16385,1340,40.216611,116.867209,40.216611,116.767209,14430,1193,40.191611,116.867209,40.241611,116.767209,15335,1297
92,2018-06-04 23:15:54,1528168554.5160584,12,40.141611,116.717209,40.291611,116.717209,19551,1703,40.191611,116.667209,40.241611,116.767209,15386,1319,40.216611,116.667209,40.216611,116.767209,9774,1031,40.241611,116.667209,40.191611,116.767209,15007,1432,40.291611,116.717209,40.141611,116.717209,19558,1763,40.241611,116.767209,40.191611,116.667209,14103,1362,40.216611,116.767209,40.216611,116.667209,9440,1088,40.191611,116.767209,40.241611,116.667209,15052,1602
93,2018-06-04 23:16:00,1528168560.4220827,17,40.141611,116.617209,40.291611,116.617209,19157,1900,40.191611,116.567209,40.241611,116.667209,18266,1619,40.216611,116.567209,40.216611,116.667209,10047,1645,40.241611,116.567209,40.191611,116.667209,14089,1372,40.291611,116.617209,40.141611,116.617209,20272,1947,40.241611,116.667209,40.191611,116.567209,14569,1443,40.216611,116.667209,40.216611,116.567209,9833,1061,40.191611,116.667209,40.241611,116.567209,15342,1473
94,2018-06-04 23:16:06,1528168566.4609516,5,40.141611,116.517209,40.291611,116.517209,19161,2133,40.191611,116.467209,40.241611,116.567209,15365,1136,40.216611,116.467209,40.216611,116.567209,11271,1139,40.241611,116.467209,40.191611,116.567209,13640,1192,40.291611,116.517209,40.141611,116.517209,21424,2360,40.241611,116.567209,40.191611,116.467209,16529,1153,40.216611,116.567209,40.216611,116.467209,11253,1157,40.191611,116.567209,40.241611,116.467209,13662,1207
95,2018-06-04 23:16:12,1528168572.4765677,15,40.141611,116.417209,40.291611,116.417209,25331,2381,40.191611,116.367209,40.241611,116.467209,16072,1414,40.216611,116.367209,40.216611,116.467209,10659,912,40.241611,116.367209,40.191611,116.467209,15903,1498,40.291611,116.417209,40.141611,116.417209,27114,2738,40.241611,116.467209,40.191611,116.367209,16041,1475,40.216611,116.467209,40.216611,116.367209,10659,1004,40.191611,116.467209,40.241611,116.367209,16921,1514
96,2018-06-04 23:16:18,1528168578.5052354,15,40.141611,116.317209,40.291611,116.317209,23281,4471,40.191611,116.267209,40.241611,116.367209,12383,1287,40.216611,116.267209,40.216611,116.367209,9491,955,40.241611,116.267209,40.191611,116.367209,14550,1494,40.291611,116.317209,40.141611,116.317209,33779,3744,40.241611,116.367209,40.191611,116.267209,11926,1116,40.216611,116.367209,40.216611,116.267209,11752,1128,40.191611,116.367209,40.241611,116.267209,14552,1529
97,2018-06-04 23:16:24,1528168584.4496796,39,40.141611,116.217209,40.291611,116.217209,19823,1526,40.191611,116.167209,40.241611,116.267209,13592,1674,40.216611,116.167209,40.216611,116.267209,12429,1402,40.241611,116.167209,40.191611,116.267209,12826,1424,40.291611,116.217209,40.141611,116.217209,19853,1651,40.241611,116.267209,40.191611,116.167209,14019,1780,40.216611,116.267209,40.216611,116.167209,12085,1493,40.191611,116.267209,40.241611,116.167209,12403,1355
98,2018-06-04 23:16:30,1528168590.4671345,11,40.141611,116.117209,40.291611,116.117209,23603,3231,40.191611,116.067209,40.241611,116.167209,14657,1928,40.216611,116.067209,40.216611,116.167209,10783,1201,40.241611,116.067209,40.191611,116.167209,14121,2554,40.291611,116.117209,40.141611,116.117209,22667,2971,40.241611,116.167209,40.191611,116.067209,15503,1934,40.216611,116.167209,40.216611,116.067209,10781,1168,40.191611,116.167209,40.241611,116.067209,14122,2540
99,2018-06-04 23:16:36,1528168596.4366894,0,40.141611,116.017209,40.291611,116.017209,28796,3273,40.191611,115.967209,40.241611,116.067209,49059,7995,40.216611,115.967209,40.216611,116.067209,20150,1881,40.241611,115.967209,40.191611,116.067209,14245,1724,40.291611,116.017209,40.141611,116.017209,28790,3153,40.241611,116.067209,40.191611,115.967209,49053,8337,40.216611,116.067209,40.216611,115.967209,43962,4106,40.191611,116.067209,40.241611,115.967209,14105,1904
100,2018-06-04 23:16:42,1528168602.61576,0,40.141611,115.917209,40.291611,115.917209,61853,5811,40.191611,115.867209,40.241611,115.967209,40637,3913,40.216611,115.867209,40.216611,115.967209,31660,5197,40.241611,115.867209,40.191611,115.967209,34054,6150,40.291611,115.917209,40.141611,115.917209,64140,5745,40.241611,115.967209,40.191611,115.867209,40092,3949,40.216611,115.967209,40.216611,115.867209,31176,4458,40.191611,115.967209,40.241611,115.867209,34718,6268
101,2018-06-04 23:16:48,1528168608.647224,0,40.141611,115.817209,40.291611,115.817209,24611,1995,40.191611,115.767209,40.241611,115.867209,35309,4162,40.216611,115.767209,40.216611,115.867209,34973,5370,40.241611,115.767209,40.191611,115.867209,52200,5250,40.291611,115.817209,40.141611,115.817209,24611,2657,40.241611,115.867209,40.191611,115.767209,34642,3345,40.216611,115.867209,40.216611,115.767209,34970,4984,40.191611,115.867209,40.241611,115.767209,52197,4669
102,2018-06-04 23:16:54,1528168614.6630425,0,40.141611,115.717209,40.291611,115.717209,100135,7980,40.191611,115.667209,40.241611,115.767209,47611,4095,40.216611,115.667209,40.216611,115.767209,6988,1015,40.241611,115.667209,40.191611,115.767209,35000,3250,40.291611,115.717209,40.141611,115.717209,100099,8725,40.241611,115.767209,40.191611,115.667209,110503,12440,40.216611,115.767209,40.216611,115.667209,6988,1015,40.191611,115.767209,40.241611,115.667209,35000,3158
103,2018-06-04 23:17:01,1528168621.6251574,0,40.141611,115.617209,40.291611,115.617209,31919,3341,40.191611,115.567209,40.241611,115.667209,20557,2207,40.216611,115.567209,40.216611,115.667209,46380,5145,40.241611,115.567209,40.191611,115.667209,116953,12225,40.291611,115.617209,40.141611,115.617209,31969,3259,40.241611,115.667209,40.191611,115.567209,20557,2142,40.216611,115.667209,40.216611,115.567209,46380,4978,40.191611,115.667209,40.241611,115.567209,10568,1177
104,2018-06-04 23:17:08,1528168628.0801587,0,40.141611,115.517209,40.291611,115.517209,23067,1911,40.191611,115.467209,40.241611,115.567209,16583,1312,40.216611,115.467209,40.216611,115.567209,18438,2382,40.241611,115.467209,40.191611,115.567209,18504,1492,40.291611,115.517209,40.141611,115.517209,23067,1965,40.241611,115.567209,40.191611,115.467209,16583,1314,40.216611,115.567209,40.216611,115.467209,18438,2359,40.191611,115.567209,40.241611,115.467209,18504,1498
105,2018-06-04 23:17:14,1528168634.029141,1,40.141611,115.417209,40.291611,115.417209,19919,2220,40.191611,115.367209,40.241611,115.467209,13613,1539,40.216611,115.367209,40.216611,115.467209,12395,872,40.241611,115.367209,40.191611,115.467209,23220,2329,40.291611,115.417209,40.141611,115.417209,19919,2146,40.241611,115.467209,40.191611,115.367209,13613,1612,40.216611,115.467209,40.216611,115.367209,12395,932,40.191611,115.467209,40.241611,115.367209,23220,2318
106,2018-06-04 23:17:20,1528168640.0637124,4,39.841611,117.267209,39.991611,117.267209,18731,1542,39.891611,117.217209,39.941611,117.317209,16284,1900,39.916611,117.217209,39.916611,117.317209,12317,1376,39.941611,117.217209,39.891611,117.317209,15222,1541,39.991611,117.267209,39.841611,117.267209,18753,1747,39.941611,117.317209,39.891611,117.217209,15532,1947,39.916611,117.317209,39.916611,117.217209,12317,1400,39.891611,117.317209,39.941611,117.217209,15222,1566
107,2018-06-04 23:17:26,1528168646.057446,1,39.841611,117.167209,39.991611,117.167209,30993,2737,39.891611,117.117209,39.941611,117.217209,13634,2072,39.916611,117.117209,39.916611,117.217209,12143,1795,39.941611,117.117209,39.891611,117.217209,14877,2179,39.991611,117.167209,39.841611,117.167209,31518,2960,39.941611,117.217209,39.891611,117.117209,13634,2026,39.916611,117.217209,39.916611,117.117209,12143,1840,39.891611,117.217209,39.941611,117.117209,14877,2181
